INFO 2025-03-27 09:45:17,864 autoreload 119034 125829743673472 Watching for file changes with StatReloader
INFO 2025-03-27 10:16:08,602 basehttp 129913 123316843222720 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,602 basehttp 129913 123316362802880 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,611 basehttp 129913 123316843222720 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 304 0
INFO 2025-03-27 10:16:15,354 basehttp 129913 123316843222720 "POST /admin/core/question/ HTTP/1.1" 200 9979
INFO 2025-03-27 10:16:17,846 basehttp 129913 123316843222720 "POST /admin/core/question/ HTTP/1.1" 302 0
INFO 2025-03-27 10:16:17,870 basehttp 129913 123316843222720 "GET /admin/core/question/ HTTP/1.1" 200 9190
INFO 2025-03-27 10:16:17,949 basehttp 129913 123316843222720 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-03-27 10:16:20,584 basehttp 129913 123316843222720 "GET /admin/core/response/ HTTP/1.1" 200 9457
INFO 2025-03-27 10:16:20,625 basehttp 129913 123316843222720 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-03-27 10:16:24,193 basehttp 129913 123316843222720 "GET /admin/core/response/ HTTP/1.1" 200 9457
INFO 2025-03-27 10:16:24,230 basehttp 129913 123316843222720 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
WARNING 2025-03-27 10:16:37,930 log 129913 123316843222720 Forbidden (CSRF token from POST incorrect.): /login/
WARNING 2025-03-27 10:16:37,931 basehttp 129913 123316843222720 "POST /login/ HTTP/1.1" 403 2518
INFO 2025-03-27 10:16:40,360 basehttp 129913 123316843222720 "GET /login/ HTTP/1.1" 200 608
INFO 2025-03-27 10:16:49,617 basehttp 129913 123316843222720 "POST /login/ HTTP/1.1" 302 0
INFO 2025-03-27 10:16:49,630 basehttp 129913 123316843222720 "GET /home/ HTTP/1.1" 200 281
INFO 2025-03-27 10:16:55,790 basehttp 129913 123316843222720 "GET /interview/start/ HTTP/1.1" 200 753
ERROR 2025-03-27 10:23:00,450 log 129913 123316843222720 Internal Server Error: /interview/start/
Traceback (most recent call last):
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 23, in _wrapper_view
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/interview/core/views.py", line 227, in start_interview
    return render(request, 'interview.html', {
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/loader.py", line 15, in get_template
    return engine.get_template(template_name)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/backends/django.py", line 33, in get_template
    return Template(self.engine.get_template(template_name), self)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/engine.py", line 175, in get_template
    template, origin = self.find_template(template_name)
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/engine.py", line 157, in find_template
    template = loader.get_template(name, skip=skip)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/loaders/cached.py", line 57, in get_template
    template = super().get_template(template_name, skip)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/loaders/base.py", line 28, in get_template
    return Template(
           ^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/base.py", line 154, in __init__
    self.nodelist = self.compile_nodelist()
                    ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/base.py", line 200, in compile_nodelist
    return parser.parse()
           ^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/base.py", line 484, in parse
    raise self.error(token, e)
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/base.py", line 482, in parse
    filter_expression = self.compile_filter(token.contents)
                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/base.py", line 600, in compile_filter
    return FilterExpression(token, self)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/base.py", line 699, in __init__
    self.args_check(filter_name, filter_func, args)
  File "/home/stephen/Desktop/final_year_project/virtual/lib/python3.12/site-packages/django/template/base.py", line 761, in args_check
    raise TemplateSyntaxError(
django.template.exceptions.TemplateSyntaxError: add requires 2 arguments, 1 provided
ERROR 2025-03-27 10:23:00,455 basehttp 129913 123316843222720 "GET /interview/start/ HTTP/1.1" 500 176970
INFO 2025-03-27 10:25:15,542 autoreload 129913 123316943097984 /home/stephen/Desktop/final_year_project/interview/core/views.py changed, reloading.
INFO 2025-03-27 10:25:18,341 autoreload 135015 138270235123840 Watching for file changes with StatReloader
INFO 2025-03-27 10:26:10,540 autoreload 135015 138270235123840 /home/stephen/Desktop/final_year_project/interview/core/urls.py changed, reloading.
INFO 2025-03-27 10:26:11,322 autoreload 135402 135394243346560 Watching for file changes with StatReloader
INFO 2025-03-27 10:26:17,805 autoreload 135402 135394243346560 /home/stephen/Desktop/final_year_project/interview/core/urls.py changed, reloading.
INFO 2025-03-27 10:26:18,351 autoreload 135467 139947432071296 Watching for file changes with StatReloader
INFO 2025-03-27 10:26:21,570 autoreload 135467 139947432071296 /home/stephen/Desktop/final_year_project/interview/core/urls.py changed, reloading.
INFO 2025-03-27 10:26:22,306 autoreload 135507 133345098727552 Watching for file changes with StatReloader
INFO 2025-03-27 10:26:28,140 basehttp 135507 133344932304576 "GET /interview/start/ HTTP/1.1" 200 7625
INFO 2025-03-27 10:28:23,452 basehttp 135507 133344932304576 "GET /interview/start/ HTTP/1.1" 200 7818
INFO 2025-03-27 10:29:12,191 basehttp 135507 133344932304576 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:29:12,207 basehttp 135507 133344932304576 "GET /interview/start/ HTTP/1.1" 200 7804
INFO 2025-03-27 10:30:00,596 basehttp 135507 133344932304576 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:30:00,612 basehttp 135507 133344932304576 "GET /interview/start/ HTTP/1.1" 200 7819
INFO 2025-03-27 10:31:14,205 basehttp 135507 133344932304576 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:31:14,238 basehttp 135507 133344932304576 "GET /interview/start/ HTTP/1.1" 200 7796
INFO 2025-03-27 10:32:45,796 basehttp 135507 133344932304576 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:32:45,829 basehttp 135507 133344932304576 "GET /interview/start/ HTTP/1.1" 200 7809
INFO 2025-03-27 10:33:42,144 basehttp 135507 133344932304576 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:33:42,178 basehttp 135507 133344932304576 "GET /interview/start/ HTTP/1.1" 200 7810
INFO 2025-03-27 10:34:38,554 basehttp 135507 133344932304576 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:34:38,578 basehttp 135507 133344932304576 "GET /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:34:38,651 basehttp 135507 133344932304576 "GET /interview/results/ HTTP/1.1" 200 38977
INFO 2025-03-27 10:38:29,820 basehttp 135507 133344932304576 "GET /interview/results/ HTTP/1.1" 200 46175
INFO 2025-03-27 10:39:28,198 basehttp 135507 133344932304576 "GET /home/ HTTP/1.1" 200 281
INFO 2025-03-27 10:42:58,854 basehttp 135507 133344932304576 "GET /home/ HTTP/1.1" 200 4299
INFO 2025-03-27 10:43:39,056 basehttp 135507 133344932304576 "GET /register/ HTTP/1.1" 200 1557
INFO 2025-03-27 10:44:03,149 basehttp 135507 133344932304576 "GET /login/ HTTP/1.1" 200 608
INFO 2025-03-27 10:47:37,210 basehttp 135507 133344932304576 "GET /login/ HTTP/1.1" 200 3465
INFO 2025-03-27 10:47:48,843 autoreload 135507 133345098727552 /home/stephen/Desktop/final_year_project/interview/core/urls.py changed, reloading.
INFO 2025-03-27 10:47:51,621 autoreload 144264 140363150151808 Watching for file changes with StatReloader
INFO 2025-03-27 10:47:59,205 basehttp 144264 140362983315136 "POST /login/ HTTP/1.1" 302 0
INFO 2025-03-27 10:47:59,236 basehttp 144264 140362983315136 "GET /home/ HTTP/1.1" 200 4299
INFO 2025-03-27 10:48:09,567 basehttp 144264 140362983315136 "GET /interview/results/ HTTP/1.1" 200 46175
